RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2357,15002356,Cliente2357,656,France,Male,76,10,86719.21,3,1,1,195624.98,1
2358,15002357,Cliente2358,600,Spain,Male,22,3,0.0,2,1,1,117106.65,0
2359,15002358,Cliente2359,464,Spain,Female,60,10,0.0,2,1,1,167400.97,1
2360,15002359,Cliente2360,549,France,Male,79,9,111448.3,2,0,1,197911.41,1
2361,15002360,Cliente2361,621,Spain,Male,45,3,57536.77,2,1,1,147427.82,0
2362,15002361,Cliente2362,708,France,Female,77,10,96080.74,1,1,1,223153.1,1
2363,15002362,Cliente2363,665,Germany,Male,18,0,0.0,3,1,0,117022.86,0
2364,15002363,Cliente2364,744,France,Female,24,1,55020.3,1,0,1,122094.9,0
2365,15002364,Cliente2365,544,France,Female,43,2,123818.43,3,1,1,137570.04,0
2366,15002365,Cliente2366,496,France,Female,29,10,17716.36,1,1,0,106453.86,1
2367,15002366,Cliente2367,698,Germany,Female,41,10,35869.44,1,0,0,145843.95,0
2368,15002367,Cliente2368,798,Germany,Male,23,3,103225.55,1,1,1,123480.91,0
2369,15002368,Cliente2369,664,France,Male,65,8,0.0,1,1,0,175134.33,1
2370,15002369,Cliente2370,601,Spain,Female,48,2,74548.03,2,1,0,152047.59,0
2371,15002370,Cliente2371,723,France,Female,54,2,24850.9,1,0,1,144928.39,1
2372,15002371,Cliente2372,767,France,Male,25,1,92337.93,2,1,0,127968.95,0
2373,15002372,Cliente2373,544,France,Female,67,4,0.0,2,1,1,154814.5,0
2374,15002373,Cliente2374,618,Spain,Male,71,2,174938.82,1,1,1,174338.57,0
2375,15002374,Cliente2375,733,Germany,Female,75,4,0.0,1,1,1,172188.0,0
2376,15002375,Cliente2376,668,Spain,Female,40,1,65329.98,4,1,1,153739.38,1
2377,15002376,Cliente2377,580,Germany,Female,40,10,154332.41,2,1,1,179955.35,0
2378,15002377,Cliente2378,622,Spain,Female,59,3,0.0,2,1,0,155106.75,0
2379,15002378,Cliente2379,573,Germany,Female,77,2,0.0,1,1,0,153897.46,1
2380,15002379,Cliente2380,524,France,Female,54,10,114174.64,2,1,0,165309.26,1
2381,15002380,Cliente2381,674,Spain,Male,57,4,79650.91,2,1,0,159979.9,0
2382,15002381,Cliente2382,538,Germany,Male,77,9,103189.29,1,1,1,171669.03,0
2383,15002382,Cliente2383,637,Spain,Female,69,9,0.0,2,0,0,167172.34,0
2384,15002383,Cliente2384,568,Germany,Female,71,8,148670.68,2,0,1,217615.9,1
2385,15002384,Cliente2385,684,Spain,Male,36,4,78311.05,1,0,1,145635.24,1
2386,15002385,Cliente2386,617,France,Male,67,8,109845.84,2,1,1,194905.34,0
2387,15002386,Cliente2387,625,Germany,Female,48,3,93312.84,1,1,0,154177.99,0
2388,15002387,Cliente2388,516,Spain,Male,18,5,0.0,1,1,1,109434.8,0
2389,15002388,Cliente2389,666,France,Female,28,2,53372.12,2,1,1,135132.02,0
2390,15002389,Cliente2390,609,France,Female,44,3,0.0,1,1,0,130240.5,0
2391,15002390,Cliente2391,578,France,Female,38,7,92805.4,1,1,0,144832.63,0
2392,15002391,Cliente2392,681,France,Male,59,4,107207.17,2,1,0,176953.38,0
2393,15002392,Cliente2393,722,Spain,Male,73,10,0.0,1,1,1,213679.71,0
2394,15002393,Cliente2394,788,Spain,Female,45,6,78246.07,1,1,1,159991.97,0
2395,15002394,Cliente2395,662,Germany,Male,44,5,101388.27,4,1,1,170838.38,1
2396,15002395,Cliente2396,665,France,Male,24,5,0.0,2,1,0,121957.04,0
2397,15002396,Cliente2397,566,Germany,Male,69,3,70090.53,2,1,0,168104.29,1
2398,15002397,Cliente2398,589,France,Male,30,5,139057.86,1,0,0,145588.39,1
2399,15002398,Cliente2399,744,Spain,Male,46,3,0.0,1,1,1,180202.18,0
2400,15002399,Cliente2400,608,Spain,Female,59,3,68021.97,3,1,0,167295.1,1
2401,15002400,Cliente2401,799,Spain,Male,80,1,104364.79,1,1,1,212820.89,0
2402,15002401,Cliente2402,542,Germany,Male,19,1,31188.94,1,0,1,92604.27,0
2403,15002402,Cliente2403,634,France,Female,39,7,83224.04,2,1,0,139672.0,0
2404,15002403,Cliente2404,631,Germany,Male,50,6,0.0,2,0,0,145834.16,0
2405,15002404,Cliente2405,591,Spain,Male,36,2,0.0,3,1,0,152425.1,0
2406,15002405,Cliente2406,622,Germany,Female,42,7,39950.95,2,1,1,163769.29,0
2407,15002406,Cliente2407,632,France,Male,32,4,45745.75,1,0,1,145306.27,0
2408,15002407,Cliente2408,663,France,Female,24,10,41710.01,2,1,0,147330.28,1
2409,15002408,Cliente2409,641,Germany,Female,37,7,41516.1,1,0,0,135595.85,0
2410,15002409,Cliente2410,736,France,Male,67,9,79328.87,2,0,0,187813.9,1
2411,15002410,Cliente2411,850,Germany,Male,55,8,0.0,1,0,1,168515.98,0
2412,15002411,Cliente2412,712,France,Male,59,6,122710.8,1,1,1,192402.98,0
2413,15002412,Cliente2413,683,France,Male,23,4,52561.05,2,1,1,123584.56,0
2414,15002413,Cliente2414,565,Spain,Female,75,6,108493.69,2,1,1,197037.01,0
2415,15002414,Cliente2415,603,France,Male,66,4,100118.72,3,1,1,191754.41,0
2416,15002415,Cliente2416,505,Spain,Female,62,1,0.0,1,1,0,159257.84,1
2417,15002416,Cliente2417,690,Germany,Male,71,6,0.0,1,1,0,183228.87,1
2418,15002417,Cliente2418,524,Germany,Female,71,6,0.0,1,0,1,154803.71,0
2419,15002418,Cliente2419,707,France,Male,72,2,146920.89,2,0,0,193905.14,0
2420,15002419,Cliente2420,585,France,Female,65,0,50040.17,1,1,0,154789.79,1
2421,15002420,Cliente2421,680,France,Male,49,1,0.0,1,1,0,127475.25,0
2422,15002421,Cliente2422,694,France,Female,36,3,50141.5,1,1,1,118156.98,0
2423,15002422,Cliente2423,490,France,Male,79,1,98493.43,1,1,1,174080.34,0
2424,15002423,Cliente2424,582,France,Female,57,1,0.0,2,0,1,139988.97,0
2425,15002424,Cliente2425,680,France,Female,19,1,0.0,2,1,0,104296.23,0
2426,15002425,Cliente2426,691,France,Male,66,10,122629.88,2,0,1,191938.04,0
2427,15002426,Cliente2427,718,Spain,Male,54,7,0.0,2,0,1,162458.0,0
2428,15002427,Cliente2428,621,France,Male,60,8,0.0,1,0,1,165671.93,0
2429,15002428,Cliente2429,642,Spain,Female,40,3,59045.63,3,1,0,150559.85,0
2430,15002429,Cliente2430,802,Spain,Male,26,2,0.0,2,0,0,121061.92,0
2431,15002430,Cliente2431,667,France,Female,28,1,118597.78,1,1,0,140295.97,0
2432,15002431,Cliente2432,720,Spain,Male,63,9,95845.04,2,0,0,190780.85,0
2433,15002432,Cliente2433,628,Spain,Female,22,3,77016.16,1,1,0,109289.84,1
2434,15002433,Cliente2434,522,Spain,Female,79,4,143516.71,1,1,0,179429.8,1
2435,15002434,Cliente2435,690,France,Male,35,3,92973.17,1,0,0,148602.75,0
2436,15002435,Cliente2436,696,France,Male,48,3,58293.52,1,1,1,141404.17,1
2437,15002436,Cliente2437,730,Spain,Female,33,9,110782.7,1,1,1,142777.23,0
2438,15002437,Cliente2438,574,France,Male,61,7,133272.57,1,0,1,153300.5,0
2439,15002438,Cliente2439,590,France,Female,77,9,60249.54,1,1,1,200999.29,1
2440,15002439,Cliente2440,466,France,Female,29,2,0.0,1,0,1,107218.13,0
2441,15002440,Cliente2441,698,France,Male,56,5,57322.69,2,1,0,158967.13,0
2442,15002441,Cliente2442,719,Germany,Male,35,0,136167.28,1,1,1,141256.18,0
2443,15002442,Cliente2443,593,France,Female,26,8,138233.85,2,1,0,148740.12,0
2444,15002443,Cliente2444,613,Germany,Female,69,5,0.0,2,1,1,165268.82,0
2445,15002444,Cliente2445,632,France,Female,69,6,0.0,3,0,1,179210.82,0
2446,15002445,Cliente2446,785,France,Female,36,9,94937.11,3,1,1,178726.04,0
2447,15002446,Cliente2447,727,France,Male,41,0,0.0,1,1,1,126457.12,0
2448,15002447,Cliente2448,747,Germany,Female,46,2,0.0,2,0,0,163453.39,0
2449,15002448,Cliente2449,637,Spain,Female,75,8,0.0,1,1,0,171995.45,0
2450,15002449,Cliente2450,612,France,Female,26,5,104004.3,1,0,1,134697.28,0
2451,15002450,Cliente2451,744,France,Female,22,0,95789.65,2,1,1,128344.55,0
2452,15002451,Cliente2452,509,Spain,Female,54,0,90084.17,1,1,1,135072.31,1
2453,15002452,Cliente2453,694,Spain,Male,18,8,33394.08,2,1,0,142688.96,0
2454,15002453,Cliente2454,540,France,Female,51,10,99484.08,1,1,1,167015.43,1
2455,15002454,Cliente2455,717,Spain,Female,26,2,179677.28,2,1,0,152742.44,0
2456,15002455,Cliente2456,693,Germany,Female,57,1,56814.85,1,0,0,161342.93,0
2457,15002456,Cliente2457,574,Spain,Female,73,7,0.0,1,0,1,161172.93,0
2458,15002457,Cliente2458,669,France,Female,38,8,44192.94,1,1,1,152383.28,0
2459,15002458,Cliente2459,554,France,Female,72,1,92132.42,3,0,1,182210.31,1
2460,15002459,Cliente2460,561,Germany,Female,48,3,142284.46,3,1,0,159235.06,1
2461,15002460,Cliente2461,616,France,Male,78,8,110224.05,3,0,0,203405.43,1
2462,15002461,Cliente2462,585,France,Male,25,0,130285.03,2,0,1,127984.71,0
2463,15002462,Cliente2463,734,Spain,Male,54,3,88143.99,1,1,1,158155.92,0
2464,15002463,Cliente2464,827,France,Male,73,9,93487.89,1,0,1,215417.11,1
2465,15002464,Cliente2465,650,Germany,Female,59,1,161053.12,2,1,0,170004.52,1
2466,15002465,Cliente2466,649,Spain,Male,45,1,137120.09,1,0,1,147681.37,1
2467,15002466,Cliente2467,713,Spain,Female,51,8,54208.58,1,0,0,168457.65,0
2468,15002467,Cliente2468,622,France,Male,26,0,0.0,3,1,0,119919.78,0
2469,15002468,Cliente2469,688,France,Male,49,2,0.0,2,1,0,146738.65,0
2470,15002469,Cliente2470,489,France,Female,56,4,55699.72,2,1,1,161128.96,1
2471,15002470,Cliente2471,590,Spain,Female,64,10,113308.71,1,1,1,182144.89,1
2472,15002471,Cliente2472,518,Germany,Female,66,1,56692.14,1,0,1,153384.71,1
2473,15002472,Cliente2473,487,Germany,Female,71,5,117139.16,3,0,0,180726.84,1
2474,15002473,Cliente2474,730,France,Female,51,7,0.0,3,0,0,171243.22,0
2475,15002474,Cliente2475,623,France,Female,72,1,80793.14,1,1,0,178270.9,1
2476,15002475,Cliente2476,782,France,Male,68,10,0.0,1,1,0,204898.8,0
2477,15002476,Cliente2477,777,France,Female,58,9,59219.47,1,1,0,190286.04,0
2478,15002477,Cliente2478,643,France,Male,25,1,0.0,1,1,0,119834.46,0
2479,15002478,Cliente2479,613,France,Male,70,8,109648.58,1,0,0,176136.47,1
2480,15002479,Cliente2480,585,France,Female,77,8,113061.67,1,0,0,162760.44,1
2481,15002480,Cliente2481,441,Spain,Male,40,8,84100.96,3,1,0,138674.25,1
2482,15002481,Cliente2482,603,Spain,Female,26,5,0.0,1,0,0,113394.78,0
2483,15002482,Cliente2483,625,France,Male,50,7,106083.13,2,0,0,169863.67,1
2484,15002483,Cliente2484,591,Germany,Male,48,1,59673.93,2,1,1,149677.33,0
2485,15002484,Cliente2485,566,France,Male,76,6,132328.92,1,1,0,177276.65,1
2486,15002485,Cliente2486,641,France,Male,62,4,150305.46,3,0,1,210820.78,0
2487,15002486,Cliente2487,617,France,Female,23,6,0.0,1,1,1,109607.63,0
2488,15002487,Cliente2488,660,Spain,Female,53,6,11879.78,1,1,1,140065.44,0
2489,15002488,Cliente2489,565,France,Female,63,2,123785.98,1,0,1,153326.91,0
2490,15002489,Cliente2490,808,France,Male,43,3,0.0,1,1,0,154562.1,0
2491,15002490,Cliente2491,694,France,Female,39,2,52481.12,1,0,0,154764.59,0
2492,15002491,Cliente2492,635,France,Male,74,1,170898.82,1,1,1,178701.08,1
2493,15002492,Cliente2493,582,Spain,Female,54,2,71372.57,1,1,0,160070.43,1
2494,15002493,Cliente2494,566,France,Female,26,6,130889.61,1,1,0,122942.25,0
2495,15002494,Cliente2495,715,France,Male,31,2,122898.78,1,0,1,150387.34,0
2496,15002495,Cliente2496,613,Germany,Female,65,9,146069.33,1,0,0,192506.58,1
2497,15002496,Cliente2497,652,Germany,Male,59,0,96999.68,1,0,1,180629.05,1
2498,15002497,Cliente2498,683,France,Male,28,3,0.0,1,1,0,115771.21,0
2499,15002498,Cliente2499,602,Germany,Male,79,9,86049.06,2,1,1,194302.23,0
2500,15002499,Cliente2500,670,Germany,Female,24,0,113866.94,2,0,0,113395.11,0
2501,15002500,Cliente2501,490,France,Male,79,6,133042.22,4,1,1,185813.52,1
2502,15002501,Cliente2502,566,Spain,Male,28,6,85208.88,3,1,0,152052.95,1
2503,15002502,Cliente2503,484,Spain,Male,37,9,99359.82,3,1,1,150250.21,0
2504,15002503,Cliente2504,613,Spain,Male,61,10,81870.28,1,0,1,164939.6,1
2505,15002504,Cliente2505,612,France,Male,49,2,0.0,1,1,1,121274.22,0
2506,15002505,Cliente2506,797,Germany,Female,21,10,45396.39,1,1,1,122051.57,0
2507,15002506,Cliente2507,581,Germany,Male,50,0,101994.87,2,1,0,143169.66,1
2508,15002507,Cliente2508,660,France,Female,54,9,11530.67,1,1,0,161650.71,0
2509,15002508,Cliente2509,683,Spain,Male,58,3,133902.86,2,0,0,162545.69,1
2510,15002509,Cliente2510,766,Spain,Female,59,1,86653.79,1,1,0,171690.45,1
2511,15002510,Cliente2511,686,France,Female,76,5,0.0,2,1,0,172782.04,1
2512,15002511,Cliente2512,710,France,Male,54,5,0.0,2,0,1,145643.2,0
2513,15002512,Cliente2513,799,France,Female,56,2,0.0,2,1,0,164553.31,0
2514,15002513,Cliente2514,505,Germany,Male,36,5,0.0,2,0,1,135032.59,1
2515,15002514,Cliente2515,598,Spain,Female,55,10,0.0,2,0,1,149734.08,1
2516,15002515,Cliente2516,615,France,Female,28,1,117397.71,2,1,0,130688.76,0
2517,15002516,Cliente2517,641,France,Female,22,5,0.0,2,1,0,102946.38,0
2518,15002517,Cliente2518,593,France,Female,42,0,0.0,2,1,0,113666.68,0
2519,15002518,Cliente2519,737,France,Female,26,3,130108.79,1,0,1,138877.51,1
2520,15002519,Cliente2520,594,France,Male,79,6,110819.29,1,1,1,186816.94,0
2521,15002520,Cliente2521,591,France,Male,70,1,83156.08,1,1,1,148371.61,1
2522,15002521,Cliente2522,686,France,Male,34,0,109113.01,1,1,1,144111.56,0
2523,15002522,Cliente2523,584,Germany,Female,22,8,0.0,2,1,1,125475.47,0
2524,15002523,Cliente2524,557,Spain,Male,56,9,0.0,1,1,1,143575.45,1
2525,15002524,Cliente2525,536,Germany,Male,64,4,121108.65,1,1,1,163369.45,1
2526,15002525,Cliente2526,635,France,Male,27,5,50735.28,3,1,0,157703.67,0
2527,15002526,Cliente2527,732,France,Female,74,9,51885.34,2,1,1,203800.03,0
2528,15002527,Cliente2528,713,France,Male,24,1,64973.39,1,0,1,110674.89,0
2529,15002528,Cliente2529,684,France,Female,76,7,99794.08,2,1,1,192299.53,1
2530,15002529,Cliente2530,656,Germany,Male,47,4,0.0,1,1,1,138728.85,0
2531,15002530,Cliente2531,598,Spain,Female,30,8,121996.13,1,1,0,151227.52,0
2532,15002531,Cliente2532,638,France,Male,56,7,111996.75,1,1,0,191504.09,1
2533,15002532,Cliente2533,542,France,Female,31,0,71317.33,1,1,1,131696.61,0
2534,15002533,Cliente2534,659,Spain,Female,35,2,100244.61,2,0,0,158287.74,1
2535,15002534,Cliente2535,730,Spain,Female,60,10,0.0,2,1,0,199576.4,0
2536,15002535,Cliente2536,508,Spain,Female,75,2,150572.65,1,0,0,173781.44,1
2537,15002536,Cliente2537,758,Germany,Female,58,9,122382.68,1,0,0,195654.01,1
2538,15002537,Cliente2538,462,France,Female,75,3,0.0,1,1,0,136685.04,1
2539,15002538,Cliente2539,580,France,Male,26,5,100238.46,1,1,1,112581.77,0
2540,15002539,Cliente2540,554,Spain,Male,23,1,71704.55,1,0,1,104892.55,0
2541,15002540,Cliente2541,585,Germany,Male,27,2,0.0,1,1,0,115191.73,0
2542,15002541,Cliente2542,615,Germany,Male,69,0,54941.62,1,0,1,140176.11,1
2543,15002542,Cliente2543,752,Germany,Female,74,9,70831.39,2,0,0,196268.67,0
2544,15002543,Cliente2544,560,France,Male,27,10,86174.14,1,0,0,127526.7,0
2545,15002544,Cliente2545,567,Spain,Male,68,4,133769.64,1,0,1,155703.99,0
2546,15002545,Cliente2546,582,France,Female,41,7,62819.74,3,1,1,165539.81,0
2547,15002546,Cliente2547,598,France,Female,79,10,71282.5,2,1,1,208086.36,1
2548,15002547,Cliente2548,591,Spain,Male,63,9,0.0,2,1,1,164035.42,0
2549,15002548,Cliente2549,532,France,Female,74,5,0.0,1,0,1,154013.35,0
2550,15002549,Cliente2550,666,France,Male,42,7,161576.78,1,0,1,164055.24,0
2551,15002550,Cliente2551,633,Germany,Male,63,8,147108.09,1,0,0,178696.44,1
2552,15002551,Cliente2552,729,France,Female,64,2,112250.35,3,1,1,189237.72,1
2553,15002552,Cliente2553,749,Germany,Male,46,7,85285.66,1,1,0,163042.54,0
2554,15002553,Cliente2554,512,France,Female,55,7,94370.82,2,0,1,154144.45,0
2555,15002554,Cliente2555,778,France,Female,34,3,98816.49,1,1,1,138537.82,1
2556,15002555,Cliente2556,688,France,Female,73,5,0.0,2,0,1,160205.86,0
2557,15002556,Cliente2557,752,Spain,Male,78,8,0.0,2,1,1,205555.94,0
2558,15002557,Cliente2558,637,Germany,Male,25,2,43131.74,3,0,1,120982.79,0
2559,15002558,Cliente2559,700,Spain,Male,70,8,144656.75,2,1,1,198862.56,1
2560,15002559,Cliente2560,693,France,Female,76,4,0.0,1,0,1,186754.4,0
2561,15002560,Cliente2561,759,France,Female,19,8,77072.45,1,1,0,136643.3,0
2562,15002561,Cliente2562,593,Germany,Male,69,4,0.0,1,1,1,169009.47,1
2563,15002562,Cliente2563,594,France,Male,37,1,0.0,2,1,1,127123.38,0
2564,15002563,Cliente2564,624,Spain,Male,60,10,65624.37,2,1,1,180727.05,0
2565,15002564,Cliente2565,760,France,Male,74,2,120303.2,2,1,1,201448.02,0
2566,15002565,Cliente2566,775,France,Male,65,9,60605.3,2,1,1,210981.07,0
2567,15002566,Cliente2567,551,Germany,Male,61,3,0.0,1,0,1,166050.86,0
2568,15002567,Cliente2568,691,France,Male,58,2,100206.6,1,1,1,176390.73,1
2569,15002568,Cliente2569,643,Germany,Male,50,3,0.0,2,1,0,138861.63,1
2570,15002569,Cliente2570,626,Spain,Female,18,0,0.0,2,0,1,113967.9,0
2571,15002570,Cliente2571,692,France,Female,25,6,0.0,3,1,0,144252.01,0
2572,15002571,Cliente2572,805,Germany,Female,30,6,0.0,1,1,0,118040.82,1
2573,15002572,Cliente2573,697,Spain,Female,61,2,80857.98,1,1,1,176226.55,0
2574,15002573,Cliente2574,608,France,Female,48,0,81322.56,4,1,0,140172.34,0
2575,15002574,Cliente2575,594,France,Female,49,1,58265.19,1,1,0,157790.87,1
2576,15002575,Cliente2576,690,France,Female,31,10,188243.46,2,1,0,154424.66,1
2577,15002576,Cliente2577,670,Germany,Female,20,1,174113.04,1,1,1,126144.35,0
2578,15002577,Cliente2578,744,Spain,Female,39,10,85577.64,2,1,1,181296.19,0
2579,15002578,Cliente2579,767,France,Male,62,8,117675.31,2,0,1,188875.24,0
2580,15002579,Cliente2580,670,Germany,Male,24,5,73736.37,1,1,0,126442.08,0
2581,15002580,Cliente2581,701,France,Female,69,8,0.0,1,1,1,178924.51,0
2582,15002581,Cliente2582,791,Germany,Male,52,1,81112.13,3,1,1,182544.79,0
2583,15002582,Cliente2583,759,Germany,Male,40,10,196456.37,1,1,1,198162.98,0
2584,15002583,Cliente2584,573,Spain,Female,44,7,0.0,2,1,1,130144.25,0
2585,15002584,Cliente2585,528,France,Female,69,4,29805.48,2,1,0,170074.11,1
2586,15002585,Cliente2586,533,France,Male,63,9,0.0,2,0,1,176639.22,0
2587,15002586,Cliente2587,500,France,Female,20,0,0.0,2,1,0,89724.73,0
2588,15002587,Cliente2588,682,France,Female,28,6,0.0,3,0,1,153397.22,0
2589,15002588,Cliente2589,543,France,Female,52,6,0.0,2,1,1,162099.05,0
2590,15002589,Cliente2590,707,France,Female,27,8,0.0,3,1,1,156161.44,0
2591,15002590,Cliente2591,579,France,Male,59,0,59352.8,1,0,1,160045.4,1
2592,15002591,Cliente2592,730,Spain,Male,25,8,0.0,2,0,1,138569.85,0
2593,15002592,Cliente2593,703,France,Male,56,0,105293.77,1,1,0,176516.63,1
2594,15002593,Cliente2594,662,Spain,Male,74,1,0.0,1,1,0,174297.3,1
2595,15002594,Cliente2595,687,Germany,Female,28,7,47215.14,1,1,0,146643.45,0
2596,15002595,Cliente2596,539,France,Male,62,6,93525.87,1,1,0,171001.57,1
2597,15002596,Cliente2597,439,France,Female,60,1,141860.08,3,1,1,160364.31,0
2598,15002597,Cliente2598,601,Germany,Male,73,3,0.0,2,1,1,168935.17,0
2599,15002598,Cliente2599,685,Spain,Male,77,2,93264.36,1,0,1,191232.27,1
2600,15002599,Cliente2600,536,France,Female,29,10,82359.6,3,1,1,136043.76,0
2601,15002600,Cliente2601,702,France,Female,23,6,110338.83,1,1,1,133316.99,0
2602,15002601,Cliente2602,697,Spain,Female,36,8,98794.54,1,1,1,141129.51,0
2603,15002602,Cliente2603,657,France,Female,55,1,130055.56,1,1,0,165516.49,0
2604,15002603,Cliente2604,668,Germany,Male,65,1,0.0,2,1,1,176096.03,0
2605,15002604,Cliente2605,638,Spain,Female,21,10,0.0,1,1,0,123803.51,0
2606,15002605,Cliente2606,658,Germany,Female,35,3,0.0,2,1,1,121378.96,0
2607,15002606,Cliente2607,538,Spain,Male,45,2,89130.74,2,1,1,139126.43,0
2608,15002607,Cliente2608,736,Spain,Female,39,4,107214.54,2,1,1,149356.66,0
2609,15002608,Cliente2609,675,France,Female,58,3,0.0,1,0,1,121373.55,0
2610,15002609,Cliente2610,692,Germany,Male,44,10,47383.54,2,0,0,189255.67,1
2611,15002610,Cliente2611,582,France,Male,45,4,0.0,2,1,0,148116.92,1
2612,15002611,Cliente2612,519,Spain,Female,47,8,81899.42,1,1,1,140532.57,0
2613,15002612,Cliente2613,750,Spain,Female,58,10,94299.44,1,1,0,175291.17,0
2614,15002613,Cliente2614,520,France,Male,26,9,86440.28,3,1,0,132437.48,0
2615,15002614,Cliente2615,617,Germany,Male,37,5,126569.03,2,0,0,148805.08,0
2616,15002615,Cliente2616,636,Germany,Female,77,1,62924.95,3,1,0,205562.92,1
2617,15002616,Cliente2617,667,Germany,Female,76,0,0.0,1,1,0,179152.4,0
2618,15002617,Cliente2618,673,Germany,Male,56,6,123131.36,2,1,0,165709.45,0
2619,15002618,Cliente2619,644,France,Male,44,2,92945.59,2,1,1,154437.1,1
2620,15002619,Cliente2620,524,Germany,Male,74,8,73931.4,1,1,0,179321.16,1
2621,15002620,Cliente2621,622,Germany,Female,75,7,65746.1,2,1,0,187711.21,1
2622,15002621,Cliente2622,638,Germany,Female,55,3,63098.47,1,1,0,157461.75,1
2623,15002622,Cliente2623,691,Germany,Male,51,3,132262.49,1,1,0,160919.19,1
2624,15002623,Cliente2624,666,Spain,Female,26,10,66366.0,2,1,0,132431.24,0
2625,15002624,Cliente2625,742,Germany,Male,26,1,69246.48,1,0,0,143613.86,0
2626,15002625,Cliente2626,717,Spain,Female,79,2,0.0,1,0,1,183183.27,0
2627,15002626,Cliente2627,537,Spain,Male,63,8,0.0,1,0,1,136442.21,0
2628,15002627,Cliente2628,651,France,Female,65,9,0.0,1,1,1,169306.46,0
2629,15002628,Cliente2629,683,Germany,Female,26,10,120633.97,2,0,1,137045.1,0
2630,15002629,Cliente2630,602,France,Female,71,8,107799.47,1,1,1,193475.77,0
2631,15002630,Cliente2631,774,France,Male,30,6,43913.62,2,1,0,157175.48,1
2632,15002631,Cliente2632,599,Germany,Female,60,10,30080.73,1,0,1,156118.38,1
2633,15002632,Cliente2633,536,France,Male,65,0,90893.75,1,1,0,151896.9,1
2634,15002633,Cliente2634,495,France,Male,19,8,108803.68,2,1,1,119194.9,0
2635,15002634,Cliente2635,606,France,Male,42,2,47045.97,2,0,0,154207.04,1
2636,15002635,Cliente2636,606,Spain,Male,78,7,110843.87,2,1,1,201537.97,1
2637,15002636,Cliente2637,614,France,Female,58,7,51791.52,2,1,1,179974.3,0
2638,15002637,Cliente2638,458,France,Male,21,6,154369.01,2,1,1,129708.34,0
2639,15002638,Cliente2639,647,Germany,Female,23,5,55622.14,2,1,0,133634.32,0
2640,15002639,Cliente2640,744,France,Female,21,2,33169.19,1,1,1,115405.63,0
2641,15002640,Cliente2641,592,France,Female,79,10,0.0,2,1,1,194910.37,1
2642,15002641,Cliente2642,698,France,Female,40,0,0.0,1,0,0,141481.62,0
2643,15002642,Cliente2643,594,Spain,Female,61,0,49271.89,1,0,0,134086.6,1
2644,15002643,Cliente2644,577,Spain,Male,39,4,84561.92,3,1,1,137416.22,0
2645,15002644,Cliente2645,762,France,Male,33,8,126339.14,2,1,1,167098.45,0
2646,15002645,Cliente2646,710,France,Male,51,4,73874.42,1,1,0,176200.47,0
2647,15002646,Cliente2647,724,France,Male,36,10,63441.57,1,0,1,143517.81,0
2648,15002647,Cliente2648,847,Germany,Female,56,3,26347.68,2,0,1,179426.58,0
2649,15002648,Cliente2649,649,France,Female,71,6,128725.33,3,1,1,178610.26,1
2650,15002649,Cliente2650,648,France,Female,69,4,92005.85,2,1,1,197713.97,1
2651,15002650,Cliente2651,662,Germany,Female,60,1,68078.69,1,1,0,174570.74,0
2652,15002651,Cliente2652,772,France,Female,79,3,146676.0,2,1,0,215167.32,0
2653,15002652,Cliente2653,730,Spain,Female,66,10,48537.84,1,0,0,179203.05,0
2654,15002653,Cliente2654,574,Spain,Male,67,1,145798.46,1,1,0,177725.42,1
2655,15002654,Cliente2655,580,Germany,Male,60,1,61720.77,1,1,1,157328.59,1
2656,15002655,Cliente2656,682,France,Male,75,7,139513.96,1,1,0,184379.38,1
2657,15002656,Cliente2657,693,Germany,Male,18,5,42794.42,2,1,0,107305.56,0
2658,15002657,Cliente2658,690,France,Female,78,2,67204.38,2,0,0,176011.89,0
2659,15002658,Cliente2659,697,Spain,Male,66,8,113271.64,2,1,0,175448.56,1
2660,15002659,Cliente2660,634,France,Male,57,4,91747.62,2,1,1,175875.75,0
2661,15002660,Cliente2661,702,Spain,Female,19,4,0.0,2,1,1,134193.54,0
2662,15002661,Cliente2662,705,France,Male,36,8,60538.01,4,1,1,152457.69,0
2663,15002662,Cliente2663,574,Spain,Female,22,10,66253.34,2,1,0,138087.58,0
2664,15002663,Cliente2664,543,Spain,Female,28,1,0.0,2,1,1,108996.56,0
2665,15002664,Cliente2665,670,Germany,Female,59,0,0.0,1,1,1,142898.23,0
2666,15002665,Cliente2666,615,Germany,Male,22,9,0.0,3,1,1,125316.29,0
2667,15002666,Cliente2667,528,Spain,Female,78,2,80128.03,1,1,1,183430.66,0
2668,15002667,Cliente2668,716,Germany,Female,58,10,89086.94,1,1,1,181747.88,1
2669,15002668,Cliente2669,686,France,Male,78,1,85856.5,1,1,1,191925.86,0
2670,15002669,Cliente2670,769,Germany,Female,76,6,0.0,2,1,1,190325.99,0
2671,15002670,Cliente2671,645,France,Male,44,7,88915.95,1,1,0,141113.44,0
2672,15002671,Cliente2672,656,France,Male,62,6,26409.02,1,0,1,154444.61,0
2673,15002672,Cliente2673,527,Spain,Female,28,2,57113.75,1,1,0,102814.23,0
2674,15002673,Cliente2674,770,Germany,Female,54,3,72365.08,3,1,0,160908.68,0
